ad_id,json_key,image_path,competitor,all_categories,all_categories_full,all_sentiments,all_sentiments_full,objects_symbols,image_width,image_height,image_format,ocr_text,ocr_word_count,ocr_confidence_avg,text_area_px,image_area_px,text_image_ratio,layout_type,dominant_color_1,dominant_color_2,dominant_color_3,dominant_color_4,dominant_color_5,color_palette_json,extraction_status
173601,10/173601.png,./10/173601.png,environment,environment|animal_right,"Environment, nature, pollution, wildlife|Animal rights, animal abuse",active|alarmed|amazed|afraid|disturbed|creative|conscious,"Active(energetic,adventurous,vibrant,enthusiastic,playful)|Alarmed(concerned,worried,anxious,overwhelmed)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Afraid(horrified,scared,fearful)|Disturbed(disgusted,shocked)|Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)",environment/ animals|Nature/Environment|precious/endangered|Life/Nature,720,526,PNG,and in regions 34 “of our galaxy. Meanwhi and i ignore the Q life on this pl atk Douglas Williams ~ de,22,84.77,66329,378720,0.1751,image_heavy,#CDD96C,#1F220D,#8CA52D,#72792D,#898A8D,"[""#CDD96C"", ""#1F220D"", ""#8CA52D"", ""#72792D"", ""#898A8D""]",success
172583,10/172583.png,./10/172583.png,electronics,electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",active|creative|confident|calm|educated,"Active(energetic,adventurous,vibrant,enthusiastic,playful)|Creative(inventive,productive)|Confident(assured,strong,healthy)|Calm(soothed,peaceful,comforted,fullfilled,cozy)|Educated(informed,enlightened,smart,savvy,intelligent)",Old/Outdated|better than apple,600,1160,PNG,"It doesn’t take a genius. 16, 32 oF 64GB fixed internal storage 1086.0 05, A totally plug The Next Big Thing Is Already Here GALAXY Sill SAMSUNG (2:2 LC ard Sa girs Lat ay ry one age en Reve ae ah",41,74.12,57716,696000,0.0829,image_heavy,#313550,#CCD1DC,#8CA1BC,#6F89AF,#6E7995,"[""#313550"", ""#CCD1DC"", ""#8CA1BC"", ""#6F89AF"", ""#6E7995""]",success
172794,10/172794.png,./10/172794.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|amused|alert|amazed,"Creative(inventive,productive)|Amused(humored,laughing)|Alert(attentive,curious)|Amazed(surprised,astonished,awed,fascinated,intrigued)",Army/Military|Army|Graduation|Humor,599,457,PNG,4S T H E Jimmy graduated last in his class,10,82.6,8012,273743,0.0293,image_heavy,#0E100F,#CAC9C2,#808781,#D93B43,#4D7588,"[""#0E100F"", ""#CAC9C2"", ""#808781"", ""#D93B43"", ""#4D7588""]",success
175718,10/175718.png,./10/175718.png,seasoning,seasoning,"Seasoning, condiments, ketchup",eager|creative|active,"Eager(hungry,thirsty,passionate)|Creative(inventive,productive)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Tasteless|taste|tasteless|flavorless/dry|Absence/Boring,450,668,PNG,"WITHOUT,",1,41.0,434,300600,0.0014,image_heavy,#D6D6D4,#473D2A,#8B7A5A,#843F36,#938E7B,"[""#D6D6D4"", ""#473D2A"", ""#8B7A5A"", ""#843F36"", ""#938E7B""]",success
170660,10/170660.png,./10/170660.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",creative|inspired,"Creative(inventive,productive)|Inspired(motivated,ambitious,empowered,hopeful,determined)",real truck|MODELING|the trashy building makes the truck stand out and makes it seem as if the truck is nicer than its general surroundings,800,450,PNG,,0,0.0,0,360000,0.0,image_heavy,#322E2F,#C0BFC1,#837978,#989E9F,#8F939C,"[""#322E2F"", ""#C0BFC1"", ""#837978"", ""#989E9F"", ""#8F939C""]",success
172902,10/172902.png,./10/172902.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",eager|creative|cheerful|youthful|emotional,"Eager(hungry,thirsty,passionate)|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Youthful(childlike)|Emotional(vulnerable,moved,nostalgic,reminiscent)",Halloween/Childhood|Halloween|classic/fun|Halloween,310,500,PNG,,0,0.0,0,155000,0.0,image_heavy,#867260,#2F3D42,#D4C4BB,#D09B7E,#A3A6B0,"[""#867260"", ""#2F3D42"", ""#D4C4BB"", ""#D09B7E"", ""#A3A6B0""]",success
170726,10/170726.png,./10/170726.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|cheerful|eager,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Eager(hungry,thirsty,passionate)",chocolate|dove |old,480,360,PNG,,0,0.0,0,172800,0.0,image_heavy,#160C07,#C0A17D,#754E30,#938468,#907B6C,"[""#160C07"", ""#C0A17D"", ""#754E30"", ""#938468"", ""#907B6C""]",success
170370,10/170370.png,./10/170370.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",persuaded|eager,"Persuaded(impressed,enchanted,immersed)|Eager(hungry,thirsty,passionate)",type of candy|butter soft,600,761,PNG,NEITHER MIGht NOR SOFT. BITE MY BUTTERFINGER:,7,76.29,78850,456600,0.1727,image_heavy,#101E2E,#E18C29,#E5DDCB,#C52C04,#EACE81,"[""#101E2E"", ""#E18C29"", ""#E5DDCB"", ""#C52C04"", ""#EACE81""]",success
170631,10/170631.png,./10/170631.png,chips,chips|chocolate,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups|Chocolate, cookies, candy, ice cream",eager|active|creative|amused|emotional,"Eager(hungry,thirsty,passionate)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Creative(inventive,productive)|Amused(humored,laughing)|Emotional(vulnerable,moved,nostalgic,reminiscent)",new life|Celebration|celebration|secrecy,1191,842,PNG,"CELEBRATE,",1,86.0,620,1002822,0.0006,image_heavy,#434533,#DBCDBF,#A6BBC3,#A3917B,#90A7AF,"[""#434533"", ""#DBCDBF"", ""#A6BBC3"", ""#A3917B"", ""#90A7AF""]",success
170695,10/170695.png,./10/170695.png,home_appliance,home_appliance,"Home appliances (coffee makers, dishwashers, cookware, vacuum cleaners, heaters, music players, etc.)",fashionable|eager|persuaded|creative|amused|inspired|educated,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Eager(hungry,thirsty,passionate)|Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Amused(humored,laughing)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Educated(informed,enlightened,smart,savvy,intelligent)",tornado|a smoothie|hot/spicy,318,450,PNG,a,1,59.0,5490,143100,0.0384,image_heavy,#EAEAED,#5A6435,#859858,#9BA682,#C71F21,"[""#EAEAED"", ""#5A6435"", ""#859858"", ""#9BA682"", ""#C71F21""]",success
172319,10/172319.png,./10/172319.png,coffee,coffee,"Coffee, tea",eager,"Eager(hungry,thirsty,passionate)",Hot/Smoke|Hot|cuban cigar smoke|steam|hot,600,775,PNG,Starbucks Cuban Wash down your Cuban with a little Cuban.,10,92.4,4531,465000,0.0097,image_heavy,#2C1D1D,#CFCECD,#8F9997,#746F6D,#908C94,"[""#2C1D1D"", ""#CFCECD"", ""#8F9997"", ""#746F6D"", ""#908C94""]",success
170406,10/170406.png,./10/170406.png,coffee,coffee|restaurant,"Coffee, tea|Restaurants, cafe, fast food",eager|active,"Eager(hungry,thirsty,passionate)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Coffee/Rush|Activity|save|SHOPPING,380,486,PNG,"Need an extra boost of Dunkin’ Donuts® flavor? Want to save $1.50? Well, have we coupon for you! Share the Savings with a Friend >",25,80.52,7389,184680,0.04,image_heavy,#E6A016,#EEDEE1,#CB385C,#6A5834,#F4D46D,"[""#E6A016"", ""#EEDEE1"", ""#CB385C"", ""#6A5834"", ""#F4D46D""]",success
172695,10/172695.png,./10/172695.png,chips,chips|restaurant,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups|Restaurants, cafe, fast food",alert|active|eager|cheerful|youthful|amused,"Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Eager(hungry,thirsty,passionate)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Youthful(childlike)|Amused(humored,laughing)",Hungry/Teeth|wolf/fangs|Devouring|Wolf/Tasty,602,782,PNG,"my, WHAT BIG FLAVORS YOU HAVE. Fi ie:",8,78.88,78191,470764,0.1661,image_heavy,#A52332,#F0D3B3,#392E42,#E55754,#9A54A9,"[""#A52332"", ""#F0D3B3"", ""#392E42"", ""#E55754"", ""#9A54A9""]",success
172146,10/172146.png,./10/172146.png,healthcare,healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",creative|educated|empathetic|emotional,"Creative(inventive,productive)|Educated(informed,enlightened,smart,savvy,intelligent)|Empathetic(sympathetic,supportive,understanding,receptive)|Emotional(vulnerable,moved,nostalgic,reminiscent)",Health |Transformation/Change|Curves/Slim/Seduction|weight loss,500,360,PNG,Liposuction Surgery * NO DOWN TIME + NO SIDE ERFECTS ¢ NO SURGERY ¢ NO Permanent ALOHA LIFESTYLE CENTER ¢ 808-732-0888,21,84.62,27123,180000,0.1507,image_heavy,#A7B5CD,#181C1E,#AD6B40,#647296,#D50D63,"[""#A7B5CD"", ""#181C1E"", ""#AD6B40"", ""#647296"", ""#D50D63""]",success
170302,10/170302.png,./10/170302.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|cheerful|amused|eager,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Amused(humored,laughing)|Eager(hungry,thirsty,passionate)",Hunger|large size|SEXUAL|surprisingly long burger|sex,425,579,PNG,,0,0.0,0,246075,0.0,image_heavy,#D1B187,#261810,#6F422B,#F3E8E0,#9F6D34,"[""#D1B187"", ""#261810"", ""#6F422B"", ""#F3E8E0"", ""#9F6D34""]",success
172494,10/172494.png,./10/172494.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",persuaded|inspired|eager,"Persuaded(impressed,enchanted,immersed)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Eager(hungry,thirsty,passionate)",toughness/fun|Big/Bold|Demanding/Forceful|MIke Tyson/boxing,800,600,PNG,,0,0.0,0,480000,0.0,image_heavy,#423937,#D0C1B3,#938071,#9FA9AA,#5166B0,"[""#423937"", ""#D0C1B3"", ""#938071"", ""#9FA9AA"", ""#5166B0""]",success
171492,10/171492.png,./10/171492.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",Mind|McFlurry|optical illusion,1600,2262,PNG,What’s on your mind? (Y\ im,6,85.5,34706,3619200,0.0096,image_heavy,#981038,#F8EFF0,#E6718A,#B56C84,#CC81A5,"[""#981038"", ""#F8EFF0"", ""#E6718A"", ""#B56C84"", ""#CC81A5""]",success
173517,10/173517.png,./10/173517.png,chips,chips|chocolate,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups|Chocolate, cookies, candy, ice cream",alert|active|alarmed|amazed|cheerful|confident|amused|thrifty|calm|youthful|educated,"Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Alarmed(concerned,worried,anxious,overwhelmed)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Confident(assured,strong,healthy)|Amused(humored,laughing)|Thrifty(frugal)|Calm(soothed,peaceful,comforted,fullfilled,cozy)|Youthful(childlike)|Educated(informed,enlightened,smart,savvy,intelligent)",Royalty/Lady/Memories|fine/quality/refined|Classiness/Interest,630,900,PNG,"from the luxurious courts of old, come Nabisco Sugar Wafers— the most exquisite confection that ever graced My Lady’s table or crowned the banquet of a King. A medley of flavors in Lemon, Orange, Chocolate, Vanilla and Mint. Harmonizing perfectly with Viand and Vintage, Punch, Sherbet and fruit. NABISCO WAFERS NATIONAL BISCUIT COMPANY.",53,92.26,42635,567000,0.0752,image_heavy,#F1EFE7,#473B2F,#807060,#A69B8C,#8E806F,"[""#F1EFE7"", ""#473B2F"", ""#807060"", ""#A69B8C"", ""#8E806F""]",success
171744,10/171744.png,./10/171744.png,financial,financial|electronics,"Financial services (banks, credit cards, investment firms, etc.)|Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",creative|thrifty|conscious,"Creative(inventive,productive)|Thrifty(frugal)|Conscious(aware,thoughtful,prepared)",photography,695,1006,PNG,r 2/0 Taviaq Ins. O-2788-2255 So www.citibank.coth,7,56.57,6397,699170,0.0091,image_heavy,#0994D0,#D4D5D8,#123459,#545456,#6AD6F4,"[""#0994D0"", ""#D4D5D8"", ""#123459"", ""#545456"", ""#6AD6F4""]",success
171355,10/171355.png,./10/171355.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|amused|loving|eager,"Creative(inventive,productive)|Amused(humored,laughing)|Loving(loved,romantic)|Eager(hungry,thirsty,passionate)",happiness|Love and togetherness|Temptation/Taste,600,505,PNG,,0,0.0,0,303000,0.0,image_heavy,#D1BEBE,#1B4675,#A13833,#6A8DB9,#A0664F,"[""#D1BEBE"", ""#1B4675"", ""#A13833"", ""#6A8DB9"", ""#A0664F""]",success
172396,10/172396.png,./10/172396.png,safety,safety|environment|soda,"Safety, safe driving, fire safety|Environment, nature, pollution, wildlife|Soda, juice, milk, energy drinks, water",persuaded|alert|active,"Persuaded(impressed,enchanted,immersed)|Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)","Dry/No water|Drought, Quench thirst, hydrate|drought|Fresh/Pure|Water Shortage/drought",450,635,PNG,,0,0.0,0,285750,0.0,image_heavy,#516B82,#CDDCE9,#A3C0D9,#8FADCB,#141B24,"[""#516B82"", ""#CDDCE9"", ""#A3C0D9"", ""#8FADCB"", ""#141B24""]",success
171441,10/171441.png,./10/171441.png,sports,sports,Sports equipment and activities,creative|alert|active,"Creative(inventive,productive)|Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",the product being advertised|Skating/Sport,3130,1353,PNG,"SAMUEL a MANUFACTURER OF il SKATES AND SKATE STRAPS. Patent Floor Clamps, Heel and Toe Plates, and Straps for Lasts. GEAR CUTTING IN ALL VARIETIES. MACHINERY JOBBING, &c. No. 31 Mulberry St., cor. Asylum St., Mass.",36,87.11,1301727,4234890,0.3074,balanced,#EFEFEB,#232123,#94979C,#796D6D,#857E69,"[""#EFEFEB"", ""#232123"", ""#94979C"", ""#796D6D"", ""#857E69""]",success
175450,10/175450.png,./10/175450.png,safety,safety,"Safety, safe driving, fire safety",creative|alert|active,"Creative(inventive,productive)|Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Sexual predator/Internet predators/Pedophilia|Sexual Harassment|Sexual abuse|violate|Molestation/sexual abuse,880,623,PNG,‘Sexual predators hide in your,5,93.6,1409,548240,0.0026,image_heavy,#988A8C,#27242C,#5B3136,#D8D0CF,#50443A,"[""#988A8C"", ""#27242C"", ""#5B3136"", ""#D8D0CF"", ""#50443A""]",success
171903,10/171903.png,./10/171903.png,cars,cars|safety,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)|Safety, safe driving, fire safety",creative|active,"Creative(inventive,productive)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",danger|Car Crash |injury|Pedestrian safety,600,948,PNG,,0,0.0,0,568800,0.0,image_heavy,#D5CEBA,#2B2B29,#7A7572,#98A09F,#8A909E,"[""#D5CEBA"", ""#2B2B29"", ""#7A7572"", ""#98A09F"", ""#8A909E""]",success
177757,10/177757.png,./10/177757.png,charities,charities|other_service,"Charities|Other services (dating, tax, legal, loan, religious, printing, catering, etc.)",fashionable|active|amazed|persuaded|creative|cheerful|confident|amused|youthful|calm|conscious|inspired|educated,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Confident(assured,strong,healthy)|Amused(humored,laughing)|Youthful(childlike)|Calm(soothed,peaceful,comforted,fullfilled,cozy)|Conscious(aware,thoughtful,prepared)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Educated(informed,enlightened,smart,savvy,intelligent)",hopeful|cool girls|beauty|diversity|modern/independent,1326,1777,PNG,WEA G) 1 tT HAS CHANG SS *7RE LOOKING FOR LEADERS AND GIRLS. CALL,14,85.21,31204,2356302,0.0132,image_heavy,#AEA37C,#2A2916,#976B2F,#C7D6E7,#763C16,"[""#AEA37C"", ""#2A2916"", ""#976B2F"", ""#C7D6E7"", ""#763C16""]",success
173910,10/173910.png,./10/173910.png,electronics,electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",creative|educated|amazed,"Creative(inventive,productive)|Educated(informed,enlightened,smart,savvy,intelligent)|Amazed(surprised,astonished,awed,fascinated,intrigued)",loud sound|Loud/Quality/Amazement,550,779,PNG,Leading Innovation >>> THE WORLD'S FIRST 21:9 CINEMATIC ULTRABOOK™ AB le harman/kardon \ Satellite us40w «a Usherin New Year NEW Promotions! 2B,22,76.86,17914,428450,0.0418,image_heavy,#E2E5EA,#232E37,#C02D3C,#899198,#A3955F,"[""#E2E5EA"", ""#232E37"", ""#C02D3C"", ""#899198"", ""#A3955F""]",success
176859,10/176859.png,./10/176859.png,chips,chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",creative|angry|eager,"Creative(inventive,productive)|Angry(annoyed,irritated)|Eager(hungry,thirsty,passionate)",play|Football play|Football|snacks/football|football/gameplan,304,355,PNG,,0,0.0,0,107920,0.0,image_heavy,#C9B5A8,#3A312E,#B6713E,#A77260,#665C5A,"[""#C9B5A8"", ""#3A312E"", ""#B6713E"", ""#A77260"", ""#665C5A""]",success
172921,10/172921.png,./10/172921.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",fashionable|feminine,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)",Sexy/Attractive|sexy/beauty|Beauty/Boho,956,650,PNG,,0,0.0,0,621400,0.0,image_heavy,#CEB392,#230F0B,#522F1E,#7B5537,#766250,"[""#CEB392"", ""#230F0B"", ""#522F1E"", ""#7B5537"", ""#766250""]",success
173190,10/173190.png,./10/173190.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",manly|creative,"Manly|Creative(inventive,productive)",quality/standards/hard work|Business,300,415,PNG,,0,0.0,0,124500,0.0,image_heavy,#CBCBCB,#454545,#818181,#646464,#6C6C6C,"[""#CBCBCB"", ""#454545"", ""#818181"", ""#646464"", ""#6C6C6C""]",success
173270,10/173270.png,./10/173270.png,domestic_violence,domestic_violence,Domestic violence,educated|alert|disturbed,"Educated(informed,enlightened,smart,savvy,intelligent)|Alert(attentive,curious)|Disturbed(disgusted,shocked)",Domestic Violence|domestic abuse|Physical Abuse/Violence|violence/domestic abuse|Physical abuse/Violence,1313,1772,PNG,"WHAT DOES IT TAKE TO GET PEOPLE TALKING ABOUT DOMESTIC ABUSE? A picture of a celebrity with fake bruises may seem like a cheap trick butiat least you noticed her. It’s the 500,000 plus British women that are abused by their partners every year who go unnoticed. The thing is, real victims rarely show their bruises, or indeed their emotional scars. All too often they don’t even admit that there is a problem. But domestic abuse is not something that should be kept quiet. Which is why we want you to act now: admit it’s a problem, call it by its name and then talk to someone. Contact womensaid.org.uk women’s aid act women & children are safe",117,94.34,101349,2326636,0.0436,image_heavy,#CC9D6C,#FAF8F3,#523823,#9E6527,#814529,"[""#CC9D6C"", ""#FAF8F3"", ""#523823"", ""#9E6527"", ""#814529""]",success
170419,10/170419.png,./10/170419.png,soda,soda,"Soda, juice, milk, energy drinks, water",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",slim|drinking|flawlessness|zero,491,600,PNG,,0,0.0,0,294600,0.0,image_heavy,#D9B49D,#284274,#1A0E1B,#84B6DA,#4987BF,"[""#D9B49D"", ""#284274"", ""#1A0E1B"", ""#84B6DA"", ""#4987BF""]",success
170360,10/170360.png,./10/170360.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|conscious|eager,"Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)|Eager(hungry,thirsty,passionate)","choices|directions, pathways|CONFUSION|fun humor",600,791,PNG,,0,0.0,0,474600,0.0,image_heavy,#F2B03D,#E5E2D9,#5B4D34,#945006,#F9DD4C,"[""#F2B03D"", ""#E5E2D9"", ""#5B4D34"", ""#945006"", ""#F9DD4C""]",success
173399,10/173399.png,./10/173399.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",manly|confident|amazed,"Manly|Confident(assured,strong,healthy)|Amazed(surprised,astonished,awed,fascinated,intrigued)",family / royalty |Royal Family/Wealth|palacial/fit-for-a-king/quality|Royalty|luxury,640,427,PNG,"& NISSAN X-TRAIL. 7 SEATS, FOR ALL THE FAMILY.",9,85.56,4405,273280,0.0161,image_heavy,#2E2C35,#C1A7A2,#8C7B79,#A09C96,#9CA4AC,"[""#2E2C35"", ""#C1A7A2"", ""#8C7B79"", ""#A09C96"", ""#9CA4AC""]",success
173843,10/173843.png,./10/173843.png,restaurant,restaurant,"Restaurants, cafe, fast food",persuaded|creative|eager,"Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",Casual|Hunger|flavorful/satisying,856,449,PNG,"nthe 2 pao te same “ifm the der taker taal his ater ‘wi lacing the ‘When you dig in to this extra loaded pizza, you will discover a delicious layer of Veg Bolognese Macaroni sauce that's topped with yet another creamy layer of barbeque flavoured liquid cheese, mozzarella and your ‘favourite toppings. That means, you'll spend more time enjoying the pizza, And also, the moments shared aver it with your loved ones.",72,84.71,43822,384344,0.114,image_heavy,#A47960,#E3D5C4,#383A36,#9F2429,#ABAEBF,"[""#A47960"", ""#E3D5C4"", ""#383A36"", ""#9F2429"", ""#ABAEBF""]",success
175213,10/175213.png,./10/175213.png,chips,chips|restaurant,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups|Restaurants, cafe, fast food",fashionable|proud|active|manly|eager|grateful|persuaded|loving|youthful|inspired|emotional,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Proud(patriotic)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Manly|Eager(hungry,thirsty,passionate)|Grateful(thankful)|Persuaded(impressed,enchanted,immersed)|Loving(loved,romantic)|Youthful(childlike)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Emotional(vulnerable,moved,nostalgic,reminiscent)",Road/Asphalt/Travel|Vacation/Adventure|Travel/interstate highway|journey|height,576,400,PNG,"160 hile 59 ese tig pia colt 2580 © 202 Prods 0 te se 5000 es sop tar bas Oped isp ene Dare. February 3, 2012; Beach, FL Restoration. Outcast NC",31,55.29,12855,230400,0.0558,image_heavy,#E8E5DA,#374241,#A7415A,#9D8F63,#60AF99,"[""#E8E5DA"", ""#374241"", ""#A7415A"", ""#9D8F63"", ""#60AF99""]",success
170792,10/170792.png,./10/170792.png,financial,financial,"Financial services (banks, credit cards, investment firms, etc.)",alert|active|creative|conscious|educated,"Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)|Educated(informed,enlightened,smart,savvy,intelligent)",established,445,625,PNG,THE FUTURE OF BANKING? WE'VE GOT A 200-YEAR HEAD START. Viet 200YEARS Citi,13,90.77,13479,278125,0.0485,image_heavy,#323E59,#EEE7E8,#98888C,#95B1BF,#0A8CD8,"[""#323E59"", ""#EEE7E8"", ""#98888C"", ""#95B1BF"", ""#0A8CD8""]",success
171971,10/171971.png,./10/171971.png,topic_girl scouts,topic_girl scouts|charities|other_service,"topic_girl scouts|Charities|Other services (dating, tax, legal, loan, religious, printing, catering, etc.)",proud|active|eager|amazed|persuaded|creative|confident|educated,"Proud(patriotic)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Eager(hungry,thirsty,passionate)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Confident(assured,strong,healthy)|Educated(informed,enlightened,smart,savvy,intelligent)",strength|I see the visual symbol but I do not understand what the point is trying to be made here.|Strong|strong|strength,600,895,PNG,,0,0.0,0,537000,0.0,image_heavy,#0B0907,#E6DCCE,#8E442C,#8D784C,#888271,"[""#0B0907"", ""#E6DCCE"", ""#8E442C"", ""#8D784C"", ""#888271""]",success
170526,10/170526.png,./10/170526.png,alcohol,alcohol,Alcohol,creative|cheerful|eager,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Eager(hungry,thirsty,passionate)",BEER|sexy woman|Sarcasm,1024,768,PNG,Probably the best beer in the world.,7,96.0,7166,786432,0.0091,image_heavy,#0A120D,#D4DC8E,#5C9751,#4D6F42,#7A7B84,"[""#0A120D"", ""#D4DC8E"", ""#5C9751"", ""#4D6F42"", ""#7A7B84""]",success
176907,10/176907.png,./10/176907.png,financial,financial,"Financial services (banks, credit cards, investment firms, etc.)",alert|conscious|active,"Alert(attentive,curious)|Conscious(aware,thoughtful,prepared)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Fun|banks|money|Food/Money|Spend,640,496,PNG,"ending | Go on 2 SP | diet, but don’t et to sneak forg alittle dessert. — citi Live richly.",20,82.4,26935,317440,0.0849,image_heavy,#C9C8C8,#5D7AA3,#384554,#5A5657,#63645B,"[""#C9C8C8"", ""#5D7AA3"", ""#384554"", ""#5A5657"", ""#63645B""]",success
173656,10/173656.png,./10/173656.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",creative|fashionable|feminine,"Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)","Urban, City living|Happy/Bright|Urban",1200,762,PNG,"Move over HH || little black Meet the little bright dress. Our fall dresses come in an explosion of colors that will put a smile on your wardrobe. The ponté fabric drapes beautifully and comes in silhouettes to flatter every shape. Paired with our calf hair pumps, you'll have confidence head to toe that is Guaranteed. Period! 5 or LANDS’ landsend.com",61,90.93,36060,914400,0.0394,image_heavy,#D2D0CF,#B44045,#3E373A,#986A5D,#7F7E80,"[""#D2D0CF"", ""#B44045"", ""#3E373A"", ""#986A5D"", ""#7F7E80""]",success
171099,10/171099.png,./10/171099.png,restaurant,restaurant,"Restaurants, cafe, fast food",alert|eager,"Alert(attentive,curious)|Eager(hungry,thirsty,passionate)",motorcycle|wheels|freshly made|bike/delivery,736,432,PNG,,0,0.0,0,317952,0.0,image_heavy,#3E454C,#CDAAA9,#76858F,#92A0AE,#95B2BF,"[""#3E454C"", ""#CDAAA9"", ""#76858F"", ""#92A0AE"", ""#95B2BF""]",success
176467,10/176467.png,./10/176467.png,smoking_alcohol_abuse,smoking_alcohol_abuse,"Smoking, alcohol abuse",alert|conscious|active,"Alert(attentive,curious)|Conscious(aware,thoughtful,prepared)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",harmful|cigarette damage/damaged lungs|dangerous|lung cancer/death |Health hazard/Dangerous,600,410,PNG,,0,0.0,0,246000,0.0,image_heavy,#1C120D,#BA8F76,#714D3B,#8C8C8B,#8C848C,"[""#1C120D"", ""#BA8F76"", ""#714D3B"", ""#8C8C8B"", ""#8C848C""]",success
